0.2020619,0.1170515
12.78261,1.930435
-0.4166667,0.6333333
1.888889,0.7218512
0.447013,0.3024459
0.1376153,0.2628352
-4.5,1.665
0,0.4568965
0,0.2387931
0.2,1.469866
0.4556888,0.1713116
0.0429032,0.2825937
0.2194915,0.2503397
0.0645637,0.0694582
0.3636363,0.4487517
-0.9886842,0.6521053
1.035,0.4894737
0.0967742,0.4112808
-0.8571429,0.3896104
0.3333333,3.029094
0.7608696,0.4877578
0.38,0.1502632
1.3,0.1342982
1.022727,0.2093182
0.2460039,0.1031484
0.1161754,0.1462341
0.5471698,0.1698113
0.1428571,0.1163736
0.3018868,0.1598385
0.2478947,0.5184252
0.3,0.1785942
